ID,Title,Rating,ReleaseDate,Writers,Directors,Genre,Revenue,Runtime,PartialURL
166,A Christmas Wedding,NR,"Dec 31,9999","Matt Dorff, Richard Cray",Michael Zinberg,"Comedy, Television, Romance",0,90 minutes,a_christmas_wedding
167,Fear Lives Here,NR,"Dec 31,9999","Ben Bray, Frank Torres",Michael Gordon,"Horror, Mystery & Suspense, Science Fiction & Fantasy",0,81 minutes,fear_lives_here
168,The Inhabitants,NR,"Dec 31,9999","Michael Rasmussen (III), Shawn Rasmussen (II)","Michael Rasmussen (III), Shawn Rasmussen (II)","Horror, Mystery & Suspense",0,90 minutes,the_inhabitants
169,The Surface,NR,5/14/2015 0:00,Jeff Gendelman,Gil Cates Jr.,"Drama, Mystery & Suspense",0,86 minutes,the_surface
170,Jeff Dunham: Minding the Monsters,NR,"Dec 31,9999",NOT_AVAILABLE,Manny Rodriguez,"Comedy, Television",0,80 minutes,jeff_dunham_minding_the_monsters_2012
171,Manhattan Night (Manhattan Nocturne),R,5/19/2016 0:00,Brian DeCubellis,Brian DeCubellis,"Drama, Mystery & Suspense",0,113 minutes,manhattan_night
172,The Reluctant Fundamentalist,R,4/25/2013 0:00,William Wheeler,Mira Nair,Mystery & Suspense,"$519,535.00 ",128 minutes,the_reluctant_fundamentalist_2012
173,Haunt,R,3/6/2014 0:00,Andrew Barrer,Mac Carter,Horror,0,86 minutes,haunt_2013
174,Elsa & Fred,PG-13,11/6/2014 0:00,"Michael Radford, Anna Pavignano","Michael Radford, Anna Pavignano",Comedy,0,104 minutes,elsa_and_fred_2014
175,Jerzy Popieluszko: Messenger of the Truth,NR,3/2/2015 0:00,Paul G. Hensler,Tony Haines,Documentary,0,100 minutes,jerzy_popieluszko_messenger_of_the_truth
176,Patch Town,NR,6/4/2015 0:00,"Christopher Bond, Jessie Gabe",Craig Goodwill,"Action & Adventure, Comedy, Science Fiction & Fantasy",0,85 minutes,patch_town_2014
177,Against The Grain,NR,"Dec 31,9999",Elias Mael,Elias Mael,Drama,0,87 minutes,against_the_grain
178,Slaughter Creek,NR,"Dec 31,9999",Michael Z. Gordon,"Liam Owen, Brian Skiba","Drama, Horror",0,93 minutes,slaughter_creek_2012
179,Paranormal Sex Tape,NR,"Dec 31,9999",NOT_AVAILABLE,NOT_AVAILABLE,Horror,0,70 minutes,paranormal_sex_tape
180,The Physician,R,12/4/2014 0:00,Jan Berger,Philipp Stölzl,"Action & Adventure, Art House & International, Drama, Special Interest",0,135 minutes,the_physician_2014
181,Darnell Dawkins: Mouth Guitar Legend,R,3/9/2012 0:00,Ross Patterson,"Clayne Crawford, Garrett Brawith",Comedy,0,87 minutes,darnell_dawkins_mouth_guitar_legend_2013
182,Grumpy Cat's Worst Christmas Ever,NR,"Dec 31,9999","Tim Hill, Jeff Morris","Tim Hill, Jeff Morris",Comedy,0,120 minutes,grumpy_cats_worst_christmas_ever_2014
183,Where's the Love?,NR,"Dec 31,9999","Cas Sigers, Cas Sigers-Beedles",Trey Haley,"Comedy, Television",0,120 minutes,wheres_the_love
184,The Devil's Rock,NR,2/13/2012 0:00,"Paul Campion, Paul Finch, Brett Ihaka",Paul Campion,"Action & Adventure, Art House & International, Drama, Horror, Science Fiction & Fantasy",0,82 minutes,the_devils_rock
185,Lucky Stiff,NR,7/23/2015 0:00,Lynn Ahrens,Christopher Ashley,"Comedy, Musical & Performing Arts",0,78 minutes,lucky_stiff_2015
186,Hush,R,"Dec 31,9999","Kate Siegel, Mike Flanagan",Mike Flanagan,Horror,0,87 minutes,hush_2016
187,In Heaven There Is No Beer,NR,"Dec 31,9999",NOT_AVAILABLE,"Dave Palamaro, David Palamaro","Documentary, Special Interest",0,88 minutes,in_heaven_there_is_no_beer_2013
188,Mississippi Grind,R,9/24/2015 0:00,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck",Drama,"$129,747.00 ",108 minutes,mississippi_grind
189,Lizardman: The Terror Of The Swamp,NR,"Dec 31,9999",Steve Goldenberg,Peter Dang,"Documentary, Science Fiction & Fantasy",0,95 minutes,lizardman_the_terror_of_the_swamp
190,Extracted,R,7/25/2013 0:00,Nir Paniry,Nir Paniry,"Drama, Mystery & Suspense, Science Fiction & Fantasy",0,88 minutes,extracted
191,John Doe: Vigilante,R,3/20/2014 0:00,"Kelly Dolen, Stephen M. Coates",Kelly Dolen,Mystery & Suspense,0,93 minutes,john_doe_vigilante
192,Rise of the Planet of the Apes,PG-13,8/4/2011 0:00,"Amanda Silver, Rick Jaffa, Pierre Boulle",Rupert Wyatt,"Action & Adventure, Drama, Science Fiction & Fantasy","$175,300,000.00 ",105 minutes,rise_of_the_planet_of_the_apes
193,Captive,PG-13,9/17/2015 0:00,Brian Bird,Jerry Jameson,"Drama, Mystery & Suspense, Special Interest",0,97 minutes,captive_2015
194,The Fluffy Movie,PG-13,7/24/2014 0:00,NOT_AVAILABLE,Manny Rodriguez,"Comedy, Special Interest","$2,820,939.00 ",102 minutes,the_fluffy_movie
195,Matru Ki Bijlee Ka Mandola,NR,1/10/2013 0:00,"Vishal Bhardwaj, Abhishek Chaubey",Vishal Bhardwaj,"Comedy, Romance",0,147 minutes,matru_ki_bijlee_ka_mandola
196,Moist Fury,NR,"Dec 31,9999",NOT_AVAILABLE,Chris Seaver,Comedy,0,70 minutes,moist_fury_2011
197,Jersey Shore Shark Attack,R,"Dec 31,9999","Richard Gnolfo, Michael Ciminera, Jeffrey Schenck","John Shepphird, John Sheppird","Action & Adventure, Horror, Science Fiction & Fantasy",0,87 minutes,jersey_shore_shark_attack
198,Cleanskin,NR,"Dec 31,9999",Hadi Hajaig,Hadi Hajaig,"Drama, Mystery & Suspense",0,108 minutes,cleanskin
199,Flowers in the Attic,NR,"Dec 31,9999",Kayla Alpert,Deborah Chow,"Documentary, Drama",0,90 minutes,flowers_in_the_attic_2014
200,New Moon,NR,5/31/1940 0:00,"Jacques Deval, Frank Mandel, Laurence Schwab",Robert Z. Leonard,"Action & Adventure, Classics, Drama, Musical & Performing Arts, Romance",0,106 minutes,new_moon
201,The Easy Life (Il sorpasso),PG,12/31/1961 0:00,"Ettore Scola, Dino Risi, Ruggero Maccari",Dino Risi,"Art House & International, Comedy, Drama",0,103 minutes,the_easy_life
202,The Dead Reborn,NR,"Dec 31,9999","Dave Parker, Trent Haaga, Matthew Jason Walsh","Dave Parker, Victoria Sloan, Danny Draven",Horror,0,101 minutes,the_dead_reborn
203,Le Joli Mai,NR,12/31/1962 0:00,"Chris Marker, Catherine Varlin, Pierre Lhomme","Chris Marker, Pierre Lhomme","Documentary, Drama, Special Interest",0,180 minutes,joli_mai
204,Windfall,NR,2/2/2012 0:00,NOT_AVAILABLE,"Laura Israel, Autumn Tarleton","Documentary, Drama, Special Interest","$6,093.00 ",83 minutes,windfall_2011
205,Killer Holiday,R,"Dec 31,9999","Marty Thomas, Jon Zuber",Marty Thomas,"Horror, Mystery & Suspense",0,89 minutes,killer_holiday
206,A Girl And A Gun,PG-13,7/2/2013 0:00,"Amanda Hughes, Cathryne Czubek",Cathryne Czubek,"Documentary, Special Interest","$3,006.00 ",77 minutes,a_girl_and_a_gun_2012
207,Infini,R,5/7/2015 0:00,"Shane Abbess, Brian Cachia",Shane Abbess,"Drama, Science Fiction & Fantasy",0,110 minutes,infini_2015
208,Welcome to the Space Show,NR,12/19/2013 0:00,Hideyuki Kurata,Koji Masunari,"Animation, Art House & International, Science Fiction & Fantasy",0,136 minutes,welcome_to_the_space_show_2010
209,Getting of Wisdom,NR,"Dec 31,9999","Eleanor Witcombe, Moya Iceton",Bruce Beresford,Drama,0,100 minutes,getting_of_wisdom
210,Patience (After Sebald),NR,5/8/2012 0:00,NOT_AVAILABLE,Grant Gee,"Art House & International, Documentary, Musical & Performing Arts, Special Interest","$7,954.00 ",82 minutes,patience_2011
211,In Another Country,NR,1/10/2013 0:00,Sang-soo Hong,Sang-soo Hong,Drama,"$22,139.00 ",88 minutes,in_another_country
212,We Have a Pope,NR,4/5/2012 0:00,"Nanni Moretti, Francesco Piccolo, Federica Pontremoli",Nanni Moretti,"Comedy, Drama","$480,926.00 ",104 minutes,we_have_a_pope
213,Elephant Man,NR,"Dec 31,9999",NOT_AVAILABLE,Jack Hofsiss,Drama,0,112 minutes,elephant_man
214,Life Of Lemon,NR,"Dec 31,9999",Barry Kneller,"Barry Kneller, Randy Kent","Comedy, Drama",0,74 minutes,life_of_lemon
215,Kill Speed,R,"Dec 31,9999",Kim Bass,Kim Bass,Action & Adventure,0,113 minutes,kill_speed
216,Countdown,R,"Dec 31,9999","Richard Wenk, Michael Finch",John Stockwell,NOT_AVAILABLE,0,93 minutes,
217,Varsity Blood,NR,"Dec 31,9999",Jake Helgren,Jake Helgren,"Drama, Horror",0,87 minutes,varsity_blood
218,The Mule,NR,11/20/2014 0:00,"Leigh Whannell, Angus Sampson, Jaime Browne","Angus Sampson, Tony Mahony",Drama,0,97 minutes,mule_2014
219,Vegucated,NR,12/31/2009 0:00,Marisa Miller Wolfson,Marisa Miller Wolfson,"Comedy, Documentary",0,76 minutes,vegucated
220,Advanced Style,NR,9/25/2014 0:00,"Ari Cohen, Lina Plioplyte","Lina Plioplyte, Lina Plioplyte (II)","Comedy, Documentary, Drama, Special Interest","$6,500.00 ",72 minutes,advanced_style_2014
221,Lalaloopsy Girls: Welcome to L.A. L.A. Prep School,G,"Dec 31,9999",NOT_AVAILABLE,NOT_AVAILABLE,"Animation, Kids & Family",0,46 minutes,lalaloopsy_girls_welcome_to_la_la_prep_school
222,Puncture,R,9/22/2011 0:00,"Chris Lopata, Paul Danziger, Ela Thier","Mark Kassen, Adam Kassen",Drama,"$67,071.00 ",99 minutes,puncture
223,The Long Goodbye,R,3/6/1973 0:00,Leigh Brackett,Robert Altman,"Classics, Drama, Mystery & Suspense",0,111 minutes,1031440-long_goodbye
224,DMT: The Spirit Molecule,PG,5/2/2012 0:00,NOT_AVAILABLE,Mitch Schultz,Documentary,0,75 minutes,dmt_the_spirit_molecule_2010
225,Philomena,PG-13,11/21/2013 0:00,"Steve Coogan, Jeff Pope",Stephen Frears,Drama,0,98 minutes,philomena
226,The Words,PG-13,9/6/2012 0:00,"Brian Klugman, Lee Sternthal","Brian Klugman, Lee Sternthal","Drama, Mystery & Suspense","$11,434,867.00 ",96 minutes,the_words
227,The Monkey's Paw,PG-13,10/7/2013 0:00,Macon Blair,Brett A. Simmons,"Drama, Horror, Mystery & Suspense",0,91 minutes,the_monkeys_paw_2013
228,Breathe In,R,3/27/2014 0:00,"Drake Doremus, Ben York Jones",Drake Doremus,"Drama, Romance",0,97 minutes,breathe_in
229,Super Buddies,G,8/26/2013 0:00,"Robert Vince, Anna McRoberts",Robert Vince,Kids & Family,0,81 minutes,super_buddies_2013
230,Fancypants,PG-13,9/29/2011 0:00,Joshua Russell,Joshua Russell,"Comedy, Drama",0,86 minutes,fancypants
231,Joven y alocada (Young and Wild),NR,11/29/2012 0:00,"Pedro Peirano, Sebastián Sepúlveda, Marialy Rivas, Camila Gutiérrez, Maria-Jose Viera Gallo",Marialy Rivas,"Art House & International, Drama",0,92 minutes,joven_y_alocada_2012
232,Two for Texas,NR,"Dec 31,9999",Larry Brothers,Rod Hardy,Western,0,120 minutes,two_for_texas
233,Perfect Understanding,NR,3/10/1933 0:00,"Michael Powell, Miles Malleson",Cyril Gardner,"Art House & International, Comedy, Drama, Romance",0,80 minutes,perfect_understanding
234,After All These Years,NR,"Dec 31,9999",Jon Maas,Scott Smith,"Drama, Mystery & Suspense, Television",0,87 minutes,after_all_these_years
235,Leapfrog Letter Factory Adventures: The Letter Machine Rescue Team,G,"Dec 31,9999",NOT_AVAILABLE,NOT_AVAILABLE,"Animation, Kids & Family, Television",0,45 minutes,leapfrog_letter_factory_adventures_the_letter_machine_rescue_team_2014
236,Mr. Brown,NR,2/22/2006 0:00,NOT_AVAILABLE,Natasha Guruleva,"Drama, Musical & Performing Arts, Science Fiction & Fantasy",0,83 minutes,mr_brown_2006
237,Kiss Me (With Every Heartbeat),NR,"Dec 31,9999",Alexandra-Therese Keining,"Alexandra-Therese Keining, Therese Keining",Drama,0,80 minutes,kiss_me
238,Stitches,R,3/31/2013 0:00,"Conor McMahon, David O'Brien",Conor McMahon,"Art House & International, Drama, Horror",0,86 minutes,stitches_2012
239,WWE Extreme Rules 2011,PG,4/30/2011 0:00,NOT_AVAILABLE,WWE,"Action & Adventure, Television, Sports & Fitness",0,0,wwe_extreme_rules_2011
240,Paul Blart: Mall Cop 2,PG,4/16/2015 0:00,"Kevin James, Nick Bakay",Andy Fickman,"Comedy, Kids & Family",0,94 minutes,paul_blart_mall_cop_2
241,The Hangover Part III,R,5/22/2013 0:00,"Todd Phillips, Craig Mazin",Todd Phillips,Comedy,"$112,200,000.00 ",112 minutes,the_hangover_part_iii
242,The Amazing Adventures of the Living Corpse,R,"Dec 31,9999","Justin Paul Ritter, Ryan Plato",Justin Paul Ritter,"Action & Adventure, Animation, Horror, Science Fiction & Fantasy",0,87 minutes,the_amazing_adventures_of_the_living_corpse
243,Emma's Wings: A Bella Sara Tale,NR,"Dec 31,9999",NOT_AVAILABLE,Brian Duchscherer,Kids & Family,0,0,emmas_wings_a_bella_sara_tale
244,Miss Representation,NR,"Dec 31,9999","Jennifer Siebel Newsom, Jessica Congdon",Jennifer Siebel Newsom,"Documentary, Special Interest",0,85 minutes,miss_representation
245,"Men, Women & Children",R,9/30/2014 0:00,"Jason Reitman, Erin Cressida Wilson",Jason Reitman,"Comedy, Drama",0,119 minutes,men_women_and_children
246,Ghost Bride,NR,"Dec 31,9999",NOT_AVAILABLE,David Blyth,"Art House & International, Horror, Science Fiction & Fantasy",0,82 minutes,ghost_bride_2013
247,"Kumiko, the Treasure Hunter",NR,3/17/2015 0:00,"David Zellner, Nathan Zellner",David Zellner,Drama,0,105 minutes,kumiko_the_treasure_hunter
248,Jab Tak Hai Jaan,NR,11/12/2012 0:00,"Aditya Chopra, Yash Chopra, Devika Bhagat",Yash Chopra,"Drama, Romance",0,130 minutes,jab_tak_hai_jaan
249,From Beneath,NR,"Dec 31,9999",NOT_AVAILABLE,David Doucette,"Horror, Mystery & Suspense",0,82 minutes,from_beneath_2012
250,Richard Pryor: Omit The Logic,R,"Dec 31,9999","Marina Zenovich, P.G. Morgan, Chris A. Peterson",Marina Zenovich,"Documentary, Special Interest",0,90 minutes,richard_pryor_omit_the_logic_2013
251,Vigilante Vigilante: The Battle for Expression,NR,8/11/2011 0:00,Max Good,"Max Good, Nathan Wollman","Documentary, Musical & Performing Arts, Special Interest",0,86 minutes,vigilante_vigilante_the_battle_for_expression
252,Hey Good Lookin',R,9/30/1982 0:00,Ralph Bakshi,Ralph Bakshi,"Action & Adventure, Animation, Comedy, Drama",0,87 minutes,hey_good_lookin
253,Forbidden Woman,NR,4/1/2013 0:00,Dan Garcia (II),NOT_AVAILABLE,Drama,0,91 minutes,forbidden_woman_2013
254,Ghost Team One,R,10/10/2013 0:00,"Andrew Knauer, Arthur Pielli","Scott Rutherford, Ben Peyser","Comedy, Horror",0,107 minutes,ghost_team_one
255,The Dark Knight,NR,"Dec 31,9999",Drew Maxwell,Drew Maxwell,"Drama, Science Fiction & Fantasy",0,85 minutes,the_dark_knight_2011
256,Crook,PG-13,10/2/2013 0:00,Adrian Langley,Adrian Langley,"Action & Adventure, Drama, Mystery & Suspense",0,92 minutes,crook_2013
257,Tuck Bushman And The Legend Of Piddledown Dale,NR,"Dec 31,9999",NOT_AVAILABLE,Chris Lumb,"Art House & International, Comedy",0,95 minutes,tuck_bushman_and_the_legend_of_piddledown_dale_2009
258,The Glass Man,NR,8/13/2015 0:00,Cristian Solimeno,Cristian Solimeno,Mystery & Suspense,0,108 minutes,the_glass_man
259,"Drive, He Said",R,6/12/1971 0:00,Jeremy Larner,Jack Nicholson,Drama,0,95 minutes,drive_he_said
260,Pernicious,NR,6/18/2015 0:00,"James Cullen Bressack, Taryn Hillin",James Cullen Bressack,"Horror, Mystery & Suspense",0,90 minutes,pernicious
261,We Always Lie to Strangers,NR,"Dec 31,9999",NOT_AVAILABLE,"AJ Schnack, David Wilson, David K. Wilson","Comedy, Documentary, Special Interest",0,109 minutes,we_always_lie_to_strangers
262,Natural Resistance,NR,4/30/2015 0:00,Jonathan Nossiter,Jonathan Nossiter,"Art House & International, Documentary",0,85 minutes,natural_resistance
263,22 Jump Street,R,6/12/2014 0:00,"Michael Bacall, Rodney Rothman, Oren Uziel","Christopher Miller, Phil Lord","Action & Adventure, Comedy",0,110 minutes,22_jump_street
264,Annabelle,R,10/2/2014 0:00,Gary Dauberman,John R. Leonetti,Horror,0,98 minutes,annabelle
265,The Carey Treatment (A Case of Murder) (Emergency Ward),PG,3/28/1972 0:00,"Irving Ravetch, Harriet Frank Jr. / Irving Ravetch, John D.F. Black, James P. Bonner",Blake Edwards,"Drama, Mystery & Suspense",0,101 minutes,the-carey-treatment-a-case-of-murder-emergency-ward
266,Treasure Chest Of Horrors 2,NR,"Dec 31,9999",NOT_AVAILABLE,"Shawn C. Phillips, M. Kelley, Doug Waugh, Alex Powers (IV)","Comedy, Horror, Mystery & Suspense",0,80 minutes,treasure_chest_of_horrors_2_2012
267,Stonewall,R,9/24/2015 0:00,Jon Robin Baitz,Roland Emmerich,Drama,0,129 minutes,stonewall_2015
268,Blue Caprice,R,9/12/2013 0:00,"Alexandre Moors, R.F.I. Porto",Alexandre Moors,"Drama, Mystery & Suspense, Special Interest","$91,126.00 ",93 minutes,blue_caprice_2013
269,Sarah's Key,PG-13,7/21/2011 0:00,"Gilles Paquet-Brenner, Serge Joncour, Tatiana de Rosnay",Gilles Paquet-Brenner,"Art House & International, Drama","$7,691,700.00 ",111 minutes,sarahs_key
270,12 O'clock Boys,NR,1/30/2014 0:00,Lotfy Nathan,"Lotfy Nathan, Lofty Nathan","Documentary, Special Interest",0,76 minutes,12_oclock_boys_2013
271,Highway,R,"Dec 31,9999","Damon 'Coke' Daniels, Abinash Bikram Shah","Damon 'Coke' Daniels, Deepak Rauniyar","Comedy, Drama",0,80 minutes,highway_2012
272,Disconnect,R,4/11/2013 0:00,Andrew Stern,Henry Alex Rubin,"Drama, Mystery & Suspense","$1,400,000.00 ",115 minutes,disconnect_2013
273,The Naughty List,NR,"Dec 31,9999","Michael Shear, Samantha Shear","Jay Surridge, Gordon Crum, Chad Van De Keere","Animation, Comedy, Kids & Family",0,45 minutes,the_naughty_list
274,The Sylvian Experiments,R,"Dec 31,9999",NOT_AVAILABLE,Hiroshi Takahashi,"Art House & International, Drama, Horror",0,94 minutes,the_sylvian_experiments_2010
275,The Last Circus,R,8/18/2011 0:00,Álex de la Iglesia,Álex de la Iglesia,"Art House & International, Comedy, Drama",0,107 minutes,balada_triste_de_trompeta
276,Autumn Blood,R,9/18/2014 0:00,"Markus Blunder, Stephen T. Barton",Markus Blunder,"Drama, Mystery & Suspense",0,100 minutes,autumn_blood
277,12 Christmas Wishes for My Dog,G,11/26/2011 0:00,"Richard Gnolfo, Michael Ciminera",Peter Sullivan,Kids & Family,0,88 minutes,12_christmas_wishes_for_my_dog
278,The Gatekeepers,PG-13,1/31/2013 0:00,NOT_AVAILABLE,Dror Moreh,"Documentary, Special Interest","$2,408,553.00 ",101 minutes,the_gatekeepers_2012
279,Smart Cookies,NR,"Dec 31,9999","Neal H. Dobrofsky, Tippi Dobrofsky, Neal Dobrofsky, Kelli Pryor",Robert Iscove,"Comedy, Drama",0,87 minutes,smart_cookies_2012
280,In Darkness,R,2/9/2012 0:00,David F. Shamoon,Agnieszka Holland,Drama,"$1,038,733.00 ",145 minutes,in_darkness_2011
281,Sesame Street: Learning Letters with Elmo,PG,"Dec 31,9999","Joey Mazzarino, Judy Freudberg, Christine Ferraro, Molly Boylan, Lou Berger, John Weidman, Sara Compton","Kevin Clash, Ken Diego, Victor Di Napoli, Emily Squires","Kids & Family, Television",0,57 minutes,sesame_street_learning_letters_with_elmo
282,Zarra's Law,R,"Dec 31,9999","Juha Wuolijoki, Charles Kipps, Joseph Scarpinito",Juha Wuolijoki,Drama,0,79 minutes,
283,Simon Killer,NR,4/4/2013 0:00,"Brady Corbet, Antonio Campos",Antonio Campos,"Drama, Mystery & Suspense","$21,303.00 ",105 minutes,simon_killer
284,Child 44,R,4/16/2015 0:00,Richard Price,Daniel Espinosa,"Drama, Mystery & Suspense",0,137 minutes,child_44
285,I Spit on Your Grave 2,R,9/19/2013 0:00,"Thomas H. Fenton, Thomas Fenton, Neil Elman, Neil Elman",Steven R. Monroe,"Horror, Mystery & Suspense",$441.00 ,106 minutes,i_spit_on_your_grave_2
286,Doomsday Book,NR,"Dec 31,9999","Lee Hwan-Hui, Yang Jong-Q","Yim Pil-sung, Jee-woon Kim",Science Fiction & Fantasy,0,113 minutes,doomsday_book
287,Club Life,R,5/28/2015 0:00,"Danny A. Abeckaser, Ryan O'Nan, Ryan Vallan",Fabrizio Conte,Drama,0,83 minutes,club_life_2015
288,The Wanderers,R,"Dec 31,9999",Layton Matthews,Layton Matthews,"Action & Adventure, Drama, Mystery & Suspense",0,95 minutes,the_wanderers_2012
289,Nasty Baby,R,10/22/2015 0:00,Sebastián Silva,Sebastián Silva,Drama,"$79,800.00 ",100 minutes,nasty_baby
290,Terror Trap,R,12/30/2010 0:00,Dan Garcia (II),Dan Garcia (II),"Comedy, Horror, Mystery & Suspense",0,94 minutes,terror_trap
291,Super Hero Party Clown,NR,9/24/2012 0:00,Jeremy M. Inman,Jeremy M. Inman,Comedy,0,84 minutes,super_hero_party_clown_2012
292,Sharknado 2: The Second One,NR,8/20/2014 0:00,Thunder Levin,Anthony C. Ferrante,Action & Adventure,0,100 minutes,sharknado_2_the_second_one
293,Ring of Fire,NR,"Dec 31,9999",Michael Vickerman,"Paul Shapiro, Paul W. Shapiro",Drama,0,90 minutes,ring_of_fire_2012
294,Ballplayer: Pelotero,NR,7/12/2012 0:00,NOT_AVAILABLE,"Trevor Martin, Jonathan Paley, Ross Finkel","Documentary, Drama","$44,689.00 ",72 minutes,ballplayer_pelotero
295,Mega Shark vs. Kolossus,NR,"Dec 31,9999",Edward DeRuiter,Chris Ray,"Action & Adventure, Horror, Science Fiction & Fantasy",0,89 minutes,mega_shark_vs_kolossus
296,Redeemed,NR,"Dec 31,9999",Tommy Blaze,David A.R. White,Drama,0,88 minutes,redeemed_2014
297,Robot & Frank,PG-13,8/16/2012 0:00,Christopher Ford,Jake Schreier,"Comedy, Drama, Science Fiction & Fantasy","$3,200,000.00 ",90 minutes,robot_and_frank
298,Deer Crossing,NR,"Dec 31,9999",Christian Jude Grillo,"Christian Grillo, Christian Jude Grillo","Drama, Horror, Mystery & Suspense",0,105 minutes,deer_crossing_2012
299,The Blue Room,R,10/2/2014 0:00,"Mathieu Amalric, Stéphanie Cléau",Mathieu Amalric,"Drama, Mystery & Suspense",0,76 minutes,la_chambre_bleue
300,The Perfect Gift,NR,10/31/2009 0:00,Jefferson Moore,Jefferson Moore,"Drama, Faith & Spirituality",0,86 minutes,10011969-perfect_gift
301,Horrible Bosses 2,R,11/25/2014 0:00,"Jonathan Goldstein, John Francis Daley, Sean Anders, John Morris",Sean Anders,Comedy,0,108 minutes,horrible_bosses_2
302,Attack the Block,R,7/28/2011 0:00,Joe Cornish,Joe Cornish,"Action & Adventure, Art House & International","$800,000.00 ",88 minutes,attack_the_block
303,Finding Normal,NR,5/17/2013 0:00,NOT_AVAILABLE,Brian Lindstrom,"Comedy, Television",0,90 minutes,finding-normal
304,Redwood Highway,PG-13,4/17/2014 0:00,"James Twyman, Gary Lundgren",Gary Lundgren,Drama,"$132,297.00 ",90 minutes,redwood_highway
